year,month,rainfall_mm,temp_mean_C,temp_max_C,temp_min_C,humidity_pct,pressure_kPa,wind_speed_ms,month_name,date
2011,9,185.87,25.104,29.266000000000002,22.095000000000002,87.519,100.09266666666667,1.133,September,2011-09-01
2011,10,204.97,25.223225806451612,29.04064516129032,22.4158064516129,89.07096774193548,99.87935483870967,0.9664516129032258,October,2011-10-01
2011,11,56.65,26.027,30.407333333333334,22.511666666666667,84.62666666666668,99.89699999999999,0.8376666666666667,November,2011-11-01
2011,12,15.08,26.88,32.428387096774195,22.380967741935482,71.71354838709676,99.92774193548388,0.7612903225806452,December,2011-12-01
2012,1,23.28,27.813548387096777,34.21677419354839,22.853870967741937,66.02161290322582,99.89322580645161,0.9087096774193548,January,2012-01-01
2012,2,76.69,27.24896551724138,32.72793103448276,23.216896551724137,72.1951724137931,99.77586206896552,1.1986206896551723,February,2012-02-01
2012,3,62.76,27.600645161290323,32.487096774193546,23.93290322580645,76.71935483870968,99.81419354838711,0.9851612903225806,March,2012-03-01
2012,4,107.22,26.807666666666666,31.209,23.584,82.358,99.85733333333333,1.1380000000000001,April,2012-04-01
2012,5,258.22,25.896451612903224,29.598064516129032,23.190645161290323,87.17999999999999,100.01129032258065,1.0974193548387097,May,2012-05-01
2012,6,320.77,24.697666666666667,27.721666666666668,22.495333333333335,91.79066666666667,100.159,1.1153333333333333,June,2012-06-01
2012,7,72.99,23.86032258064516,27.758387096774193,20.962903225806453,89.27548387096775,100.15451612903226,1.3748387096774193,July,2012-07-01
2012,8,28.81,23.887096774193548,28.25483870967742,20.61258064516129,86.64870967741936,100.20548387096774,1.4396774193548387,August,2012-08-01
2012,9,111.73,25.568666666666665,30.537,21.962,81.423,100.15533333333333,1.2213333333333334,September,2012-09-01
2012,10,362.9,25.21741935483871,28.982580645161292,22.39774193548387,88.74516129032257,99.97709677419354,0.9467741935483871,October,2012-10-01
2012,11,99.07000000000001,25.746666666666666,29.607000000000003,22.67233333333333,88.73366666666668,99.91466666666666,0.8613333333333333,November,2012-11-01
2012,12,31.98,25.975161290322582,30.239032258064515,22.385161290322582,82.26387096774194,99.9016129032258,0.746774193548387,December,2012-12-01
2013,1,28.92,27.108064516129033,32.90935483870968,22.30032258064516,69.68096774193549,99.93709677419355,0.8896774193548387,January,2013-01-01
2013,2,80.65,27.613571428571426,32.753928571428574,23.69107142857143,75.58821428571427,99.80392857142859,1.0764285714285715,February,2013-02-01
2013,3,120.78,27.15,31.36193548387097,23.89741935483871,82.80322580645162,99.85870967741936,1.1103225806451613,March,2013-03-01
2013,4,106.49,26.769000000000002,30.783666666666665,23.65533333333333,84.77466666666666,99.89866666666667,1.015,April,2013-04-01
2013,5,174.9,26.089354838709678,29.77548387096774,23.291612903225804,86.81645161290322,100.01967741935485,1.0858064516129031,May,2013-05-01
2013,6,115.92,24.915333333333333,28.765,21.948666666666668,88.115,100.123,1.2340000000000002,June,2013-06-01
2013,7,98.88,24.233225806451614,28.523548387096774,21.186774193548384,85.51741935483871,100.21096774193548,1.4116129032258065,July,2013-07-01
2013,8,11.04,25.34161290322581,31.206451612903226,20.892258064516128,74.47,100.11096774193548,1.6141935483870968,August,2013-08-01
2013,9,127.92999999999999,26.024,31.632333333333335,22.142,78.06233333333333,100.08866666666667,1.4116666666666666,September,2013-09-01
2013,10,128.29,26.377741935483872,31.49225806451613,22.58709677419355,79.6041935483871,100.01870967741935,1.002258064516129,October,2013-10-01
2013,11,89.75,26.632333333333335,31.36433333333333,22.966666666666665,80.809,99.85733333333333,0.8989999999999999,November,2013-11-01
2013,12,24.02,27.09225806451613,32.90774193548387,22.600322580645162,72.41612903225807,99.93064516129031,0.9583870967741935,December,2013-12-01
2014,1,21.38,28.04032258064516,33.655806451612904,23.709032258064518,71.41129032258064,99.87354838709678,1.1106451612903225,January,2014-01-01
2014,2,33.51,28.46892857142857,34.23464285714286,24.054285714285715,68.68928571428572,99.79285714285713,1.3382142857142856,February,2014-02-01
2014,3,136.38,27.17096774193548,31.876774193548385,23.736129032258066,79.22516129032257,99.86193548387097,1.1874193548387098,March,2014-03-01
2014,4,185.3,26.674,30.638666666666666,23.694,85.63300000000001,99.898,1.061,April,2014-04-01
2014,5,155.22,26.112903225806452,29.279354838709676,23.559032258064516,89.55677419354839,99.92193548387097,0.9409677419354839,May,2014-05-01
2014,6,306.14,25.359333333333332,28.610666666666667,22.912333333333333,90.85266666666666,100.097,1.1093333333333333,June,2014-06-01
2014,7,118.13,24.32774193548387,28.13290322580645,21.56935483870968,89.37806451612903,100.28677419354838,1.346774193548387,July,2014-07-01
2014,8,97.84,24.075483870967744,28.366451612903226,21.02741935483871,87.7441935483871,100.19322580645161,1.44,August,2014-08-01
2014,9,160.17,24.546666666666667,28.657,21.647,88.273,100.12133333333333,1.2003333333333333,September,2014-09-01
2014,10,157.17000000000002,25.23677419354839,29.38290322580645,22.156774193548387,87.94483870967741,100.04387096774194,0.9987096774193549,October,2014-10-01
2014,11,76.43,26.133,30.396666666666665,22.68433333333333,84.12133333333333,99.96900000000001,0.8183333333333334,November,2014-11-01
2014,12,32.7,27.27064516129032,32.94548387096774,22.71225806451613,72.81,99.9758064516129,0.7851612903225806,December,2014-12-01
2015,1,25.79,27.05354838709677,33.696451612903225,22.020967741935483,66.29870967741937,100.02967741935484,1.0593548387096776,January,2015-01-01
2015,2,97.29,27.260714285714283,32.11857142857143,23.728928571428572,78.45321428571428,99.88892857142856,1.1732142857142858,February,2015-02-01
2015,3,203.45,27.10483870967742,31.366451612903226,24.018387096774195,83.15,99.8441935483871,1.0693548387096774,March,2015-03-01
2015,4,158.48,26.180666666666664,29.595333333333333,23.51033333333333,89.76566666666666,99.94266666666667,0.9543333333333333,April,2015-04-01
2015,5,150.33,25.95967741935484,29.120322580645162,23.416129032258063,90.5716129032258,100.02064516129032,0.9864516129032258,May,2015-05-01
2015,6,370.54,24.774333333333335,28.162,22.354666666666667,91.331,100.20066666666666,1.2456666666666665,June,2015-06-01
2015,7,119.46,24.42290322580645,28.1858064516129,21.66548387096774,89.86870967741935,100.19709677419355,1.2870967741935484,July,2015-07-01
2015,8,34.49,24.358387096774194,28.519354838709678,21.36806451612903,88.53645161290324,100.14354838709677,1.407741935483871,August,2015-08-01
2015,9,66.97,25.60666666666667,30.82,22.00433333333333,82.35666666666665,100.09533333333334,1.3273333333333333,September,2015-09-01
2015,10,319.52,25.760322580645163,29.768064516129034,22.853225806451615,88.27677419354839,100.04935483870969,0.9532258064516129,October,2015-10-01
2015,11,186.94,25.936666666666667,29.82633333333333,22.897,88.40533333333333,99.97766666666666,0.7873333333333333,November,2015-11-01
2015,12,25.6,24.69645161290323,29.779032258064515,20.24483870967742,76.85935483870968,100.12806451612903,0.8364516129032258,December,2015-12-01
2016,1,12.38,26.73,33.32,21.58483870967742,66.96548387096773,100.00935483870968,1.0216129032258063,January,2016-01-01
2016,2,34.69,28.44,34.89,23.645517241379313,68.37034482758621,99.88344827586207,1.1717241379310346,February,2016-02-01
2016,3,147.96,28.26806451612903,33.26548387096774,24.66322580645161,78.89838709677419,99.92354838709677,1.2048387096774194,March,2016-03-01
2016,4,101.14,27.757333333333335,32.04366666666667,24.575666666666667,83.16366666666666,99.86633333333333,1.0436666666666665,April,2016-04-01
2016,5,249.99,26.451290322580647,30.101935483870967,23.78516129032258,87.58290322580646,100.08774193548386,1.1325806451612903,May,2016-05-01
2016,6,224.88,24.988666666666667,28.441,22.398000000000003,90.07166666666667,100.23833333333333,1.1843333333333335,June,2016-06-01
2016,7,68.33,24.605483870967742,28.61258064516129,21.826451612903227,89.01774193548388,100.17548387096774,1.4009677419354838,July,2016-07-01
2016,8,124.44,24.951290322580647,29.648064516129033,21.686451612903223,84.79129032258065,100.15516129032258,1.403225806451613,August,2016-08-01
2016,9,236.58,24.817666666666664,28.662333333333333,22.131333333333334,89.704,100.12333333333332,1.1636666666666666,September,2016-09-01
2016,10,266.09,25.638709677419353,29.33709677419355,22.891612903225806,90.07903225806452,99.94483870967741,0.8838709677419354,October,2016-10-01
2016,11,112.53999999999999,26.029666666666667,29.621,23.23933333333333,89.317,99.907,0.772,November,2016-11-01
2016,12,51.42,25.89032258064516,29.751290322580644,22.89741935483871,87.16612903225807,99.90064516129033,0.746774193548387,December,2016-12-01
2017,1,64.01,26.094516129032257,31.04193548387097,22.267419354838708,81.72258064516129,99.89967741935483,0.897741935483871,January,2017-01-01
2017,2,63.35,26.8425,31.385357142857142,23.501785714285713,82.19392857142857,99.84892857142857,0.9103571428571428,February,2017-02-01
2017,3,144.33,26.703548387096774,30.828387096774197,23.761612903225807,86.02225806451614,99.8241935483871,1.1341935483870966,March,2017-03-01
2017,4,157.75,26.51833333333333,29.970333333333333,23.898333333333333,89.307,99.85466666666666,0.9786666666666667,April,2017-04-01
2017,5,269.61,26.176451612903225,29.38967741935484,23.710645161290323,90.38645161290323,99.98354838709676,0.9383870967741935,May,2017-05-01
2017,6,361.69,25.141333333333332,27.858333333333334,23.079333333333334,92.46733333333333,100.07866666666668,0.985,June,2017-06-01
2017,7,143.76,24.27741935483871,27.970967741935485,21.562903225806455,90.44483870967741,100.23677419354838,1.3577419354838711,July,2017-07-01
2017,8,71.59,24.127096774193546,28.20935483870968,21.26483870967742,89.30967741935484,100.1458064516129,1.3948387096774195,August,2017-08-01
2017,9,172.04,24.676666666666666,28.684666666666665,21.799666666666667,89.521,100.10300000000001,1.168,September,2017-09-01
2017,10,191.67,25.563225806451616,29.18322580645161,22.79774193548387,89.90483870967742,100.00741935483872,0.8754838709677419,October,2017-10-01
2017,11,133.53,25.609666666666666,29.169,22.881333333333334,89.35100000000001,99.92533333333334,0.7823333333333333,November,2017-11-01
2017,12,63.8,25.858387096774194,30.12709677419355,22.425161290322578,84.31225806451613,99.9058064516129,0.7806451612903226,December,2017-12-01
2018,1,10.82,26.65967741935484,32.33129032258064,22.34967741935484,76.47967741935483,99.90903225806451,0.8758064516129032,January,2018-01-01
2018,2,114.15,27.786785714285713,33.21964285714286,23.969285714285714,77.50285714285714,99.76,1.2964285714285713,February,2018-02-01
2018,3,179.23,26.236129032258066,30.0841935483871,23.36064516129032,87.7116129032258,99.89967741935483,1.1438709677419354,March,2018-03-01
2018,4,142.73,25.961666666666666,29.403000000000002,23.32766666666667,89.58533333333334,99.902,1.107,April,2018-04-01
2018,5,308.05,25.510967741935485,28.620645161290323,23.102580645161293,91.29903225806451,100.00129032258064,1.0438709677419356,May,2018-05-01
2018,6,228.76999999999998,25.008333333333333,28.25766666666667,22.567,90.96233333333333,100.16133333333333,1.1520000000000001,June,2018-06-01
2018,7,143.09,24.44483870967742,28.03451612903226,21.856774193548386,90.54290322580646,100.19516129032259,1.2658064516129033,July,2018-07-01
2018,8,72.14,24.196129032258067,28.29258064516129,21.092903225806452,88.63451612903226,100.20161290322581,1.3909677419354838,August,2018-08-01
2018,9,147.92000000000002,24.853,28.566,22.224666666666668,89.94800000000001,100.00066666666666,1.1553333333333335,September,2018-09-01
2018,10,261.68,25.45483870967742,28.88258064516129,22.818064516129034,90.36645161290323,99.98451612903226,0.8448387096774194,October,2018-10-01
2018,11,114.65,25.993666666666666,29.666333333333334,23.06066666666667,88.64366666666666,99.904,0.775,November,2018-11-01
2018,12,21.23,26.34032258064516,31.023548387096774,22.394193548387097,78.67935483870967,99.98612903225806,0.7238709677419355,December,2018-12-01
2019,1,32.66,27.26806451612903,32.77903225806452,22.945483870967742,72.99612903225807,99.98129032258065,0.9367741935483871,January,2019-01-01
2019,2,89.27,27.741071428571427,32.61607142857143,24.09107142857143,78.26964285714287,99.89071428571428,1.0542857142857143,February,2019-02-01
2019,3,124.46,27.343225806451613,32.00451612903226,24.00548387096774,81.17935483870967,99.90806451612903,1.132258064516129,March,2019-03-01
2019,4,259.13,26.86433333333333,30.330666666666666,24.151,88.96233333333333,99.86033333333333,1.0426666666666666,April,2019-04-01
2019,5,275.97,26.157096774193548,29.269354838709678,23.68064516129032,90.47096774193548,99.94354838709677,0.9274193548387096,May,2019-05-01
2019,6,220.43,25.322666666666667,28.76833333333333,22.757333333333335,90.73966666666666,100.162,1.1963333333333332,June,2019-06-01
2019,7,125.96,24.674516129032256,28.378709677419355,22.056451612903224,90.3316129032258,100.15387096774194,1.3261290322580646,July,2019-07-01
2019,8,62.84,24.324516129032258,28.48709677419355,21.405483870967743,89.35645161290323,100.23548387096774,1.3851612903225805,August,2019-08-01
2019,9,229.79,25.28666666666667,29.116333333333333,22.51833333333333,89.50133333333333,100.07766666666666,1.1133333333333333,September,2019-09-01
2019,10,391.79,25.130967741935482,28.370322580645162,22.766451612903225,91.51387096774194,99.93903225806451,1.0138709677419355,October,2019-10-01
2019,11,121.77,26.201,29.936,23.269333333333336,88.731,99.86566666666666,0.7483333333333333,November,2019-11-01
2019,12,46.67,26.19,30.28516129032258,22.666774193548385,83.14870967741936,99.90870967741935,0.7235483870967742,December,2019-12-01
2020,1,7.6000000000000005,26.120322580645162,31.470645161290324,21.456129032258065,73.60483870967742,99.97032258064516,0.8306451612903226,January,2020-01-01
2020,2,13.54,28.50413793103448,34.643793103448274,23.560689655172414,67.06310344827585,99.87758620689655,0.8951724137931035,February,2020-02-01
2020,3,169.79,27.497096774193547,31.881290322580647,24.342903225806452,82.50419354838711,99.86258064516129,1.1474193548387097,March,2020-03-01
2020,4,157.86,26.966,31.18,23.928333333333335,85.841,99.94800000000001,0.9866666666666667,April,2020-04-01
2020,5,269.43,26.44677419354839,29.968064516129033,23.745483870967742,89.42354838709677,100.04645161290323,0.9612903225806452,May,2020-05-01
2020,6,344.74,25.204,28.528666666666666,22.793333333333333,91.03866666666666,100.132,1.1236666666666666,June,2020-06-01
2020,7,135.63,24.008387096774193,27.705806451612904,21.35,90.6325806451613,100.09967741935485,1.3558064516129034,July,2020-07-01
2020,8,22.43,23.71677419354839,28.351935483870967,20.149354838709677,87.27258064516128,100.1325806451613,1.4009677419354838,August,2020-08-01
2020,9,176.14,25.091333333333335,29.563,21.957,86.31266666666667,100.048,1.2266666666666666,September,2020-09-01
2020,10,341.55,25.440645161290323,29.307741935483868,22.541290322580643,89.09806451612903,99.9941935483871,0.9287096774193548,October,2020-10-01
2020,11,233.75,25.856333333333332,29.43433333333333,23.093666666666664,89.19966666666666,99.944,0.7886666666666666,November,2020-11-01
2020,12,63.9,25.91548387096774,29.84,22.817419354838712,87.73258064516129,99.93032258064517,0.7929032258064516,December,2020-12-01
2021,1,81.63,25.907096774193548,29.818709677419356,22.870645161290323,87.71064516129033,99.86612903225806,0.8467741935483871,January,2021-01-01
2021,2,100.47,26.34892857142857,30.202499999999997,23.356785714285714,86.88821428571428,99.86178571428572,0.9128571428571428,February,2021-02-01
2021,3,231.99,25.88193548387097,29.28483870967742,23.245806451612903,89.48903225806451,99.81806451612904,1.0225806451612902,March,2021-03-01
2021,4,141.74,26.205666666666666,29.39466666666667,23.679666666666666,90.51466666666667,99.82866666666668,0.9946666666666667,April,2021-04-01
2021,5,144.19,25.956451612903226,29.169032258064515,23.385483870967743,90.69483870967741,99.97935483870968,0.9854838709677419,May,2021-05-01
2021,6,186.44,25.340333333333334,28.66,22.784666666666666,90.25766666666667,100.087,0.9853333333333333,June,2021-06-01
2021,7,190.32,24.28483870967742,28.192580645161293,21.363225806451613,89.46806451612902,100.23548387096774,1.308064516129032,July,2021-07-01
2021,8,117.0,24.568709677419356,28.463225806451614,21.725806451612904,89.13064516129033,100.12870967741935,1.290967741935484,August,2021-08-01
2021,9,319.35,24.957333333333334,28.344333333333335,22.393666666666665,90.66000000000001,100.07333333333332,1.0426666666666666,September,2021-09-01
2021,10,376.51,25.475806451612904,28.866774193548387,22.9541935483871,91.03935483870967,99.98677419354838,0.895483870967742,October,2021-10-01
2021,11,156.81,25.747,29.228666666666665,23.043333333333333,90.09166666666667,99.89733333333334,0.7933333333333333,November,2021-11-01
2021,12,34.03,26.203870967741935,30.02806451612903,23.039354838709677,86.1916129032258,99.85483870967742,0.766774193548387,December,2021-12-01
2022,1,39.660000000000004,25.581612903225807,29.80354838709677,21.90258064516129,82.61387096774195,99.92999999999999,0.8274193548387097,January,2022-01-01
2022,2,76.05,26.614285714285717,31.045357142857142,23.142857142857142,83.90714285714286,99.83178571428572,0.9617857142857142,February,2022-02-01
2022,3,196.07,26.212903225806453,29.799677419354836,23.54258064516129,89.03290322580645,99.74967741935482,1.0761290322580646,March,2022-03-01
2022,4,216.96,25.886666666666667,29.182666666666666,23.330333333333332,90.249,99.825,0.9646666666666667,April,2022-04-01
2022,5,299.48,25.844516129032257,28.970322580645163,23.404193548387095,90.69903225806452,100.02709677419355,0.9196774193548387,May,2022-05-01
2022,6,378.98,24.992666666666665,28.023333333333333,22.622666666666664,91.122,100.04033333333334,0.982,June,2022-06-01
2022,7,95.35,24.134193548387096,28.06064516129032,21.239677419354837,89.5658064516129,100.14354838709677,1.3612903225806452,July,2022-07-01
2022,8,67.77,23.741290322580646,27.766451612903225,20.70741935483871,89.28032258064516,100.08064516129032,1.4735483870967743,August,2022-08-01
2022,9,231.99,24.406,28.334666666666667,21.549666666666667,90.137,100.07033333333334,1.3046666666666666,September,2022-09-01
2022,10,306.07,25.526451612903227,29.21451612903226,22.752903225806453,89.86451612903227,99.98096774193547,0.9161290322580645,October,2022-10-01
2022,11,168.82,25.692333333333334,29.436,22.830333333333332,88.72333333333333,99.93833333333333,0.7963333333333333,November,2022-11-01
2022,12,42.76,25.201290322580647,29.248709677419356,21.703548387096774,84.83741935483872,99.92612903225806,0.8283870967741935,December,2022-12-01
2023,1,31.68,25.364838709677418,29.625806451612902,21.69645161290323,83.05806451612904,99.93612903225807,0.8638709677419355,January,2023-01-01
2023,2,48.41,27.051428571428573,31.928571428571427,23.375,80.61678571428571,99.85285714285715,0.9617857142857142,February,2023-02-01
2023,3,209.26,26.16,30.009032258064515,23.250645161290322,87.40709677419355,99.87838709677419,1.065806451612903,March,2023-03-01
2023,4,197.48,26.069333333333336,29.37,23.512,89.76233333333333,99.81633333333335,1.0066666666666666,April,2023-04-01
2023,5,239.13,26.2558064516129,29.449032258064516,23.792258064516126,90.21290322580644,99.99225806451614,0.9080645161290322,May,2023-05-01
2023,6,437.0,24.976333333333333,28.14966666666667,22.603666666666665,91.31733333333334,100.15433333333334,1.1640000000000001,June,2023-06-01
2023,7,328.57,25.10516129032258,28.36193548387097,22.69516129032258,91.68806451612903,100.1983870967742,1.2341935483870967,July,2023-07-01
2023,8,142.2,24.90290322580645,28.655806451612904,22.333225806451615,90.51709677419356,100.11903225806452,1.3622580645161289,August,2023-08-01
2023,9,180.8,25.413333333333334,28.978,22.826666666666664,90.58966666666667,100.051,1.1546666666666667,September,2023-09-01
2023,10,362.94,25.791935483870965,29.246451612903225,23.181612903225805,90.69419354838709,99.98838709677419,0.9341935483870968,October,2023-10-01
2023,11,250.81,26.131666666666668,29.645,23.454,90.273,99.94966666666666,0.885,November,2023-11-01
2023,12,22.62,26.120967741935484,30.43290322580645,22.159354838709678,80.16096774193548,99.95935483870967,0.7545161290322581,December,2023-12-01
2024,1,80.7,26.491290322580646,31.063225806451616,22.761612903225807,82.61935483870967,100.0758064516129,0.8038709677419356,January,2024-01-01
2024,2,68.13,27.146551724137932,31.400689655172414,23.906896551724138,83.76413793103448,99.93827586206896,0.9296551724137931,February,2024-02-01
2024,3,326.98,27.088064516129034,30.66290322580645,24.391935483870967,89.11322580645162,99.86032258064516,1.086774193548387,March,2024-03-01
2024,4,135.4,27.101666666666667,30.369333333333334,24.503,90.181,99.80133333333333,1.0006666666666666,April,2024-04-01
2024,5,284.49,26.726129032258065,29.72193548387097,24.385161290322582,90.94451612903227,99.93838709677419,0.9809677419354839,May,2024-05-01
2024,6,369.35,25.733999999999998,28.767666666666667,23.378666666666668,91.60033333333334,100.10033333333334,1.0723333333333334,June,2024-06-01
2024,7,74.04,24.736451612903227,28.43,22.141935483870967,90.59709677419356,100.1925806451613,1.3951612903225807,July,2024-07-01
2024,8,67.16,24.31483870967742,28.401290322580643,21.44741935483871,89.76516129032258,100.14548387096775,1.5141935483870967,August,2024-08-01
2024,9,91.53,25.151999999999997,29.626666666666665,21.88133333333333,86.60733333333333,100.07466666666666,1.2313333333333332,September,2024-09-01
2024,10,573.9,25.720645161290324,29.311612903225804,23.02774193548387,90.0858064516129,100.03193548387098,0.9435483870967742,October,2024-10-01
2024,11,117.18,26.116666666666667,29.756333333333334,23.147666666666666,87.77866666666667,99.95266666666666,0.7496666666666666,November,2024-11-01
2024,12,19.72,25.57967741935484,29.970645161290324,21.674516129032256,82.10774193548387,99.95709677419354,0.8,December,2024-12-01
2025,1,75.01,25.793225806451613,29.86193548387097,22.65516129032258,85.20032258064516,99.91806451612904,0.8503225806451613,January,2025-01-01
2025,2,91.29,26.451785714285712,30.375,23.5125,86.93785714285715,99.78392857142856,1.04,February,2025-02-01
2025,3,153.98,26.499354838709678,29.966451612903228,23.903225806451612,89.25322580645161,99.84258064516129,1.1525806451612903,March,2025-03-01
2025,4,178.53,26.504,29.880333333333333,23.918,89.99566666666666,99.81933333333333,1.0576666666666668,April,2025-04-01
2025,5,300.29,26.109354838709677,29.37483870967742,23.47258064516129,90.48193548387097,100.02774193548387,0.9932258064516128,May,2025-05-01
2025,6,343.52,25.507,28.8,22.99866666666667,90.98833333333333,100.17633333333333,1.0583333333333333,June,2025-06-01
2025,7,48.62,24.105806451612903,28.141935483870967,21.083225806451615,89.35354838709678,100.28612903225806,1.3793548387096775,July,2025-07-01
2025,8,55.79,23.963870967741936,28.34193548387097,20.82903225806452,88.45612903225806,100.21935483870968,1.4374193548387098,August,2025-08-01
2025,9,196.31,24.967666666666666,29.279999999999998,21.84733333333333,87.28266666666667,100.14533333333334,1.212,September,2025-09-01
2025,10,379.84,25.499032258064517,29.303870967741933,22.654193548387095,89.75193548387097,100.04645161290323,0.8864516129032258,October,2025-10-01
2025,11,231.35,26.074666666666666,30.051333333333332,22.944,88.32600000000001,99.96900000000001,0.7673333333333333,November,2025-11-01
2025,12,150.17000000000002,25.931612903225805,29.45935483870968,23.130967741935486,88.79870967741937,99.89354838709677,0.7858064516129032,December,2025-12-01
2026,1,52.24,25.863225806451613,29.6,22.85516129032258,87.32322580645162,99.91483870967743,0.8622580645161291,January,2026-01-01
2026,2,223.5,25.794285714285714,29.54357142857143,22.881785714285716,89.26928571428572,99.92928571428571,0.9821428571428571,February,2026-02-01
2026,3,221.49,26.100967741935484,29.585806451612903,23.370322580645162,90.2058064516129,99.77483870967743,1.0774193548387097,March,2026-03-01
2026,4,199.26,26.543333333333333,29.899,23.88266666666667,89.58233333333332,99.80566666666667,0.9309999999999999,April,2026-04-01
2026,5,374.31,26.419032258064515,29.537419354838708,23.990967741935485,91.2290322580645,99.98709677419355,0.9774193548387097,May,2026-05-01
2026,6,267.11,25.368928571428572,28.801785714285717,23.217142857142857,91.28214285714286,100.16285714285713,1.1892857142857143,June,2026-06-01
